Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc,x,y
"27541756",,,,,5.10,5.94,3.69,15.60,"0",4.60,1.60,145.20,D20,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland without tree cover,Abandoned areas,-7.6946219800,37.2396243500
"27541792",,,,,5.60,6.10,4.44,7.00,"1",7.10,1.30,48.20,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.7777297600,37.5567321400
"27541810",,,,,5.40,6.01,6.55,19.20,"0",10.80,2.00,75.90,C22,U120,PT,PT1,PT18,PT184,Woodland,Pine dominated coniferous woodland,Forestry,-7.8196942200,37.7151930100
"27541828",,,,,6.70,7.00,7.95,6.40,"1",16.90,1.00,76.10,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.8619355200,37.8735919400
"27541930",,,,,5.40,5.82,3.89,10.10,"1",0.00,1.00,76.80,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.1066484400,38.7700179200
"27542110",,,,,7.70,8.04,15.71,10.40,"449",5.00,1.30,209.30,B82,U111,PT,PT1,PT16,PT16E,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),-8.5617706000,40.3471134200
"27561764",,,,,5.90,6.05,9.97,35.00,"0",11.90,2.80,188.40,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas,-7.6910118400,37.3142840600
"27561812",,,,,6.30,6.63,34.10,9.10,"1",7.10,1.20,39.90,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-7.8022646200,37.7369957700
"27561862",,,,,6.00,6.08,29.50,26.10,"1",41.20,2.20,339.50,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.9202470000,38.1768526900
"27561920",,,,,5.60,6.02,9.40,16.20,"0",11.40,1.80,83.30,E10,U111,PT,PT1,PT18,PT187,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.0598508200,38.6864899200
"27561952",,,,,5.70,6.12,13.33,8.10,"0",11.00,0.90,61.00,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.1381639800,38.9673951000
"27561980",,,,,6.40,6.83,5.03,6.50,"1",4.40,0.50,27.30,C10,U120,PT,PT1,PT18,PT185,Woodland,Broadleaved woodland,Forestry,-8.2074552000,39.2130274300
"27561988",,,,,4.50,5.26,10.91,38.10,"0",10.30,2.50,77.80,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry,-8.2273856800,39.2831807200
"27562118",,,,,5.70,5.99,8.75,17.00,"0",71.50,1.50,47.30,B21,U111,PT,PT1,PT16,PT16D,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens),-8.5597693400,40.4214674400
"27562136",,,,,4.40,4.95,10.22,22.20,"0",78.00,1.80,63.80,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry,-8.6070889900,40.5788231800
"27601758",,,,,5.00,5.70,3.57,12.30,"0",6.90,1.70,95.40,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas,-7.6332963900,37.2697311500
"27601790",,,,,6.10,6.32,9.19,17.10,"0",20.20,2.00,162.20,E10,U120,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Forestry,-7.7069213100,37.5516642900
"27601794",,,,,5.80,6.12,6.15,12.00,"2",6.90,1.30,139.80,C22,U120,PT,PT1,PT18,PT184,Woodland,Pine dominated coniferous woodland,Forestry,-7.7161849200,37.5868922000
"27601844",,,,,6.00,6.33,6.03,8.10,"0",14.60,0.80,133.10,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),-7.8331297200,38.0269838700
"27601942",,,,,6.70,6.95,10.03,17.70,"2",9.00,1.50,90.80,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.0686695000,38.8881849200
"27602032",,,,,4.20,4.65,3.11,10.20,"0",0.00,1.20,44.30,B81,U111,PT,PT1,PT16,PT16I,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.2926525000,39.6774791000
"27602150",,,,,5.20,5.65,110.60,97.00,"0",31.90,6.70,218.10,E20,U420,PT,PT1,PT16,PT16D,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,-8.5980187500,40.7100057800
"27622062",,,,,4.00,4.49,3.16,21.80,"0",4.70,1.00,49.50,C10,U120,PT,PT1,PT16,PT16F,Woodland,Broadleaved woodland,Forestry,-8.3462050500,39.9445850300
"27641752",,,,,5.00,5.50,7.45,24.60,"0",8.00,2.50,165.90,C10,U120,PT,PT1,PT15,PT150,Woodland,Broadleaved woodland,Forestry,-7.5756637100,37.2251362200
"27641832",,,,,7.60,8.00,12.00,7.00,"19",14.10,0.90,315.80,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),-7.7605272200,37.9297942300
"27641878",,,,,5.20,5.83,4.56,7.50,"0",9.80,0.90,111.80,B54,U111,PT,PT1,PT18,PT187,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens),-7.8693004000,38.3344221400
"27641896",,,,,4.60,5.25,3.94,10.90,"0",7.90,1.20,45.90,B55,U111,PT,PT1,PT18,PT187,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),-7.9123674600,38.4926456200
"27641914",,,,,5.50,5.73,11.01,22.60,"0",10.30,2.10,112.90,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.9557215600,38.6508077400
"27642102",,,,,7.40,7.75,14.80,16.80,"705",5.50,1.60,154.60,E20,U111,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.4263267700,40.2990615600
"27642156",,,,,3.00,4.07,6.13,64.40,"1",18.80,1.90,27.10,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry,-8.5677683200,40.7712611100
"27661792",,,,,6.10,6.38,4.31,14.70,"1",4.40,1.60,50.80,D10,U420,PT,PT1,PT18,PT184,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,-7.6453524400,37.5817790800
"27661882",,,,,4.60,5.19,4.24,13.40,"0",5.20,1.00,71.00,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-7.8565393000,38.3738068300
"27662020",,,,,4.10,4.73,4.01,22.50,"0",0.00,1.10,33.20,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry,-8.1943013300,39.5852734200
"27681762",,,,,5.40,6.15,3.43,8.40,"0",5.50,1.20,100.60,B84,U111,PT,PT1,PT15,PT150,Cropland,Permanent industrial crops,Agriculture (excluding fallow land and kitchen gardens),-7.5544942700,37.3215662800
"27681946",,,,,6.00,6.27,7.49,4.60,"1",42.20,0.60,107.00,B19,U111,PT,PT1,PT18,PT187,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens),-7.9885484500,38.9403487400
"27682000",,,,,4.60,5.31,3.92,15.70,"0",7.80,1.20,42.20,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry,-8.1216363800,39.4142123000
"27682212",,,,,4.40,4.63,33.20,19.80,"0",53.30,2.50,152.00,B55,U111,PT,PT1,PT11,PT11A,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),-8.6710644700,41.2692503000
"27701754",,,,,5.60,6.18,6.04,16.30,"1",6.90,1.80,168.20,B74,U111,PT,PT1,PT15,PT150,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),-7.5143029500,37.2551669600
"27701848",,,,,6.00,6.33,14.17,9.70,"0",54.60,1.10,177.70,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.7314979000,38.0831550900
"27702222",,,,,4.80,5.11,29.20,34.10,"1",148.50,3.30,90.60,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.6748126300,41.3609836600
"27721828",,,,,7.40,7.95,12.91,10.10,"108",10.70,1.10,206.30,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.6624888200,37.9112963200
"27722026",,,,,3.80,4.38,6.94,27.30,"0",4.80,1.00,66.00,C22,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated coniferous woodland,Forestry,-8.1412599700,39.6507738900
"27722056",,,,,3.90,4.36,4.89,48.20,"0",7.20,2.20,35.30,C32,U120,PT,PT1,PT16,PT16F,Woodland,Pine dominated mixed woodland,Forestry,-8.2169308800,39.9136877700
"27722080",,,,,4.20,4.50,18.39,15.10,"0",11.80,1.50,60.80,E20,U120,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Forestry,-8.2780854800,40.1238971100
"27722128",,,,,5.80,5.90,43.10,48.50,"0",82.10,3.80,67.10,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry,-8.4020706000,40.5439910000
"27722228",,,,,4.50,4.74,35.10,36.90,"1",145.60,3.50,194.90,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.6677609600,41.4177943500
"27722242",,,,,5.10,5.25,8.50,42.50,"1",50.20,4.30,427.50,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.7057764700,41.5399764500
"27741830",,,,,7.40,7.78,26.30,7.80,"22",7.40,1.00,191.30,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),-7.6449742800,37.9330686700
"27741866",,,,,5.10,5.67,5.26,20.90,"0",5.50,1.70,100.50,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-7.7294034100,38.2498958200
"27741890",,,,,4.60,5.13,7.20,9.50,"0",22.50,0.90,58.80,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),-7.7863139100,38.4609782600
"27741908",,,,,4.90,5.33,4.91,6.20,"0",25.20,0.70,58.50,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),-7.8293287200,38.6192189400
"27742232",,,,,3.70,4.36,8.33,103.10,"0",18.90,5.10,38.10,C10,U120,PT,PT1,PT11,PT112,Woodland,Broadleaved woodland,Forestry,-8.6552871200,41.4571447900
"27742276",,,,,4.30,4.91,16.80,39.00,"1",225.40,3.60,288.10,A21,U370,PT,PT1,PT11,PT111,Artificial land,Non built-up area features,Residential,-8.7755102300,41.8410202900
"27742358",,,,,4.70,5.18,4.63,10.50,"1",6.20,0.80,36.00,D20,U420,ES,ES1,ES11,ES111,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-9.0051079400,42.5554485200
"27742394",,,,,4.20,4.73,4.45,73.30,"1",7.20,4.50,32.20,D10,U410,ES,ES1,ES11,ES111,Shrubland,Shrubland with sparse tree cover,Abandoned areas,-9.1082522000,42.8686971700
"27742406",,,,,3.80,4.51,12.00,116.10,"1",6.00,9.30,32.80,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry,-9.1429589500,42.9730585900
"27762242",,,,,3.60,4.32,6.44,97.90,"1",7.30,3.40,54.20,C22,U120,PT,PT1,PT11,PT112,Woodland,Pine dominated coniferous woodland,Forestry,-8.6590840000,41.5488606600
"27762290",,,,,4.10,4.32,12.75,25.10,"0",0.00,1.70,40.90,C22,U120,ES,ES1,ES11,ES114,Woodland,Pine dominated coniferous woodland,Forestry,-8.7906993900,41.9675608100
"27781794",,,,,5.20,5.95,3.46,6.20,"0",3.80,1.00,43.00,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.5174792200,37.6242665600
"27781812",,,,,4.60,5.13,3.73,10.10,"0",6.90,1.40,45.80,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-7.5589086600,37.7828553400
"27781884",,,,,6.60,6.66,12.06,21.50,"0",31.30,2.10,128.30,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.7273881100,38.4166006300
"27781902",,,,,5.20,5.61,5.80,10.60,"0",13.60,1.20,76.40,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.7702104000,38.5748847400
"27781996",,,,,4.50,4.89,2.04,10.60,"0",4.10,0.80,12.20,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry,-7.9985404900,39.4004924900
"27782150",,,,,6.40,6.54,31.80,26.80,"8",4.10,1.60,33.20,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry,-8.3904364600,40.7495085000
"27782158",,,,,3.70,4.48,4.76,42.10,"0",5.80,2.00,54.80,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry,-8.4114256500,40.8194659400
"27782168",,,,,3.50,4.37,13.00,112.10,"0",19.10,5.30,83.30,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry,-8.4377523200,40.9068958800
"27782284",,,,,5.20,5.48,24.70,29.80,"1",81.70,3.00,178.70,D20,U410,PT,PT1,PT11,PT111,Shrubland,Shrubland without tree cover,Abandoned areas,-8.7506346200,41.9197120100
"27801810",,,,,4.70,5.10,6.62,17.60,"0",34.00,1.80,99.30,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-7.5321600600,37.7693743900
"27802116",,,,,4.30,4.92,5.27,30.50,"0",0.00,2.40,73.60,F40,U120,PT,PT1,PT16,PT16E,Bareland,Other bare soil,Forestry,-8.2789624500,40.4563941200
"27802188",,,,,4.00,4.12,125.10,74.00,"0",70.30,6.80,156.10,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry,-8.4675170200,41.0860889200
"27802242",,,,,4.90,5.16,85.90,28.60,"0",26.20,2.70,148.70,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.6123797500,41.5577231000
"27821832",,,,,6.90,7.24,7.51,6.50,"0",23.10,0.80,236.10,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-7.5608802900,37.9672898300
"27821838",,,,,7.60,7.90,15.39,13.00,"52",27.70,1.50,365.00,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.5748210100,38.0201241200
"27821842",,,,,7.00,7.29,8.96,10.30,"2",4.70,1.10,305.60,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.5841318900,38.0553432300
"27821886",,,,,4.70,4.77,18.14,8.40,"0",39.30,1.10,169.70,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.6874607900,38.4425553800
"27821982",,,,,4.50,5.23,4.97,13.00,"1",6.30,0.80,57.00,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry,-7.9188277300,39.2861240700
"27822210",,,,,4.30,4.60,9.45,12.70,"0",3.30,1.40,48.50,A22,U312,PT,PT1,PT11,PT11A,Artificial land,Non built-up linear features,Road transport,-8.5029128900,41.2827019400
"27841822",,,,,6.00,6.27,13.96,25.40,"0",6.90,2.60,98.10,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.5155457200,37.8833518600
"27841840",,,,,6.70,7.27,10.92,11.60,"1",6.90,1.10,177.00,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.5572588400,38.0418795000
"27841900",,,,,5.90,6.17,10.70,10.50,"0",29.80,1.10,96.30,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.6983140600,38.5698666700
"27842206",,,,,4.30,4.51,9.52,28.00,"0",7.20,2.40,27.50,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry,-8.4689726100,41.2521494400
"27842308",,,,,3.30,4.20,23.80,120.00,"0",42.60,7.10,120.60,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry,-8.7464589900,42.1423601400
"27842394",,,,,4.10,4.83,7.27,104.70,"0",26.60,8.90,136.10,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry,-8.9891192000,42.8914128600
"27842416",,,,,4.10,4.16,12.17,70.20,"0",16.60,5.60,106.90,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry,-9.0525214200,43.0828070000
"27862032",,,,,4.10,4.68,5.19,27.60,"0",5.90,2.20,78.00,C22,U120,PT,PT1,PT16,PT16H,Woodland,Pine dominated coniferous woodland,Forestry,-7.9971596500,39.7333360200
"27862072",,,,,3.90,4.38,7.51,50.90,"0",7.20,3.90,46.20,C22,U120,PT,PT1,PT16,PT16E,Woodland,Pine dominated coniferous woodland,Forestry,-8.0976748300,40.0839957100
"27881848",,,,,7.70,8.16,13.29,9.20,"152",11.10,0.90,210.00,B15,U111,PT,PT1,PT18,PT184,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),-7.5314052200,38.1206021800
"27881902",,,,,5.80,6.18,5.76,10.60,"0",4.90,1.10,76.30,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-7.6582974700,38.5958085800
"27881934",,,,,4.90,5.58,5.42,8.60,"0",8.50,0.90,104.30,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-7.7346966600,38.8771557400
"27881938",,,,,5.90,6.32,12.41,12.20,"0",5.20,1.40,220.40,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-7.7443104700,38.9123107200
"27882010",,,,,4.30,5.18,2.09,9.00,"0",6.40,1.40,92.40,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry,-7.9198307400,39.5445911900
"27882226",,,,,3.90,4.37,11.52,54.60,"2",151.70,3.80,48.00,C10,U120,PT,PT1,PT11,PT119,Woodland,Broadleaved woodland,Forestry,-8.4758938300,41.4356496000
"27882298",,,,,4.30,4.69,11.22,37.70,"0",6.80,2.70,56.20,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry,-8.6716961800,42.0640722200
"27882370",,,,,3.80,3.91,25.20,80.30,"1",11.30,6.80,38.30,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry,-8.8730533700,42.6915253500
"27882384",,,,,3.80,4.03,33.40,93.70,"0",14.80,5.00,83.90,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry,-8.9128692100,42.8134171700
"27882424",,,,,3.80,4.55,6.78,72.90,"1",12.60,5.50,41.70,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry,-9.0278449900,43.1614762300
"27901822",,,,,4.70,5.21,5.35,17.60,"0",4.90,1.80,64.50,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.4490275000,37.8957235800
"27901900",,,,,5.50,5.70,13.40,18.90,"0",10.10,1.80,153.90,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-7.6311681300,38.5823859400
"27901954",,,,,5.90,6.18,7.46,19.00,"1",28.80,2.00,130.30,B81,U111,PT,PT1,PT18,PT186,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.7603764600,39.0571036100
"27901972",,,,,6.60,6.70,123.90,23.20,"1",13.60,2.50,94.70,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.8040254000,39.2152223400
"27902146",,,,,4.10,4.87,4.14,42.60,"0",19.40,3.30,65.30,C10,U120,PT,PT1,PT16,PT16G,Woodland,Broadleaved woodland,Forestry,-8.2415226900,40.7406018000
"27902200",,,,,4.50,4.65,9.20,4.70,"0",12.70,0.50,42.80,A21,U341,PT,PT1,PT11,PT11A,Artificial land,Non built-up area features,Commerce,-8.3832715300,41.2128525700
"27902332",,,,,3.70,3.95,20.00,83.90,"0",16.50,6.10,43.50,C33,U120,ES,ES1,ES11,ES114,Woodland,Other mixed woodland,Forestry,-8.7424302300,42.3649585700
"27921800",,,,,5.10,5.63,11.84,16.50,"0",23.80,1.70,125.00,C10,U120,ES,ES6,ES61,ES615,Woodland,Broadleaved woodland,Forestry,-7.3764719800,37.7059442200
"27921848",,,,,7.60,7.96,16.95,9.20,"724",8.80,1.50,130.50,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.4869144200,38.1288669700
"27921944",,,,,5.70,6.07,7.95,28.00,"0",17.70,2.50,113.60,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry,-7.7137458300,38.9734248700
"27921970",,,,,6.10,6.36,10.52,17.60,"2",99.40,2.10,176.50,E30,U111,PT,PT1,PT18,PT186,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),-7.7765816900,39.2018645300
"27922046",,,,,4.20,4.86,5.55,53.20,"0",5.10,2.40,75.50,C32,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated mixed woodland,Forestry,-7.9637953200,39.8688922200
"27922096",,,,,4.50,4.97,18.41,29.30,"0",10.80,2.50,128.10,C10,U420,PT,PT1,PT16,PT16E,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,-8.0899119100,40.3071423100
"27922124",,,,,4.60,5.10,4.98,39.00,"2",9.70,2.20,57.90,C32,U120,PT,PT1,PT16,PT16G,Woodland,Pine dominated mixed woodland,Forestry,-8.1615862700,40.5523599900
"27922190",,,,,3.80,4.48,7.60,56.90,"0",17.90,3.50,28.80,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry,-8.3335860800,41.1297979800
"27922208",,,,,4.30,4.82,49.10,140.80,"1",69.00,8.50,138.10,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry,-8.3812534500,41.2871408200
"27922244",,,,,4.10,4.29,10.60,16.80,"0",107.40,1.90,85.80,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.4775833200,41.6016459600
"27922352",,,,,5.80,6.22,19.36,23.20,"0",34.30,2.50,116.90,B16,U111,ES,ES1,ES11,ES114,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.7747603600,42.5437139000
"27922412",,,,,4.10,5.14,18.20,121.60,"2",22.90,7.40,85.00,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry,-8.9453575500,43.0661431600
"27942164",,,,,3.90,4.60,13.83,81.20,"0",24.50,4.60,83.60,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry,-8.2421712900,40.9067534000
"27942398",,,,,4.70,4.97,37.10,89.40,"1",34.00,9.00,110.70,B16,U111,ES,ES1,ES11,ES111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.8813287700,42.9488106600
"27961830",,,,,5.90,6.45,4.33,7.70,"1",13.20,0.90,104.00,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-7.4008663700,37.9785430300
"27961888",,,,,5.60,6.06,6.94,10.40,"0",8.40,1.10,79.20,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-7.5357347100,38.4892689800
"27961906",,,,,6.70,7.03,16.40,3.90,"0",22.60,0.50,45.30,B82,U111,PT,PT1,PT18,PT187,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),-7.5781806200,38.6476431000
"27961960",,,,,6.00,6.34,6.01,10.70,"1",16.40,1.10,159.50,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry,-7.7072314200,39.1224051100
"27961978",,,,,4.60,5.23,4.79,11.30,"0",16.50,1.00,77.70,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.7508278000,39.2805391000
"27962194",,,,,4.00,4.06,27.20,14.50,"1",56.10,1.60,165.50,B16,U111,PT,PT1,PT11,PT11C,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.2976894300,41.1734744800
"27962240",,,,,5.60,5.95,38.90,25.70,"2",35.00,2.30,135.60,D20,U420,PT,PT1,PT11,PT112,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-8.4200749500,41.5754852400
